employee_id,reason
904695,salary
902583,dislike_boss
902115,low_recognition
901572,dislike_boss
903579,no_advancement
902730,salary
905984,dislike_boss
903685,low_recognition
901716,no_advancement
902369,bored
904851,no_advancement
901976,no_advancement
902426,dislike_boss
903992,dislike_boss
903663,no_advancement
905175,no_advancement
901037,bored
901219,dislike_boss
904355,low_recognition
902566,no_advancement
903920,salary
902967,bored
901169,low_recognition
903304,dislike_boss
905628,dislike_boss
901333,dislike_boss
902033,low_recognition
902655,dislike_boss
902423,bored
904834,bored
905529,dislike_boss
904030,health
903260,salary
903796,bored
903777,salary
904788,low_recognition
902094,salary
905847,salary
901890,salary
904051,bored
903428,low_recognition
904488,salary
902680,won_lottery
902314,salary
903024,health
901712,dislike_boss
904419,health
905095,salary
901021,bored
902676,low_recognition
904289,bored
903150,salary
902173,bored
905293,low_recognition
904699,dislike_boss
904219,no_advancement
901850,no_advancement
905965,salary
902830,low_recognition
902567,no_advancement
903147,salary
902696,bored
905124,no_advancement
905447,low_recognition
903052,dislike_boss
903237,salary
904445,no_advancement
904172,low_recognition
903298,bored
905985,dislike_boss
905356,health
905481,low_recognition
903290,low_recognition
901740,salary
903984,dislike_boss
901745,low_recognition
901246,salary
904663,no_advancement
903057,dislike_boss
904430,no_advancement
905723,no_advancement
902450,dislike_boss
904168,unsafe_environment
904460,no_advancement
901715,no_advancement
904725,dislike_boss
903169,low_recognition
904780,no_advancement
905506,dislike_boss
902401,dislike_boss
902788,low_recognition
903369,salary
905999,salary
903098,low_recognition
905852,salary
904297,bored
901475,no_advancement
905510,dislike_boss
902003,dislike_boss
903400,low_recognition
901198,salary
901888,salary
902993,salary
903394,no_advancement
905671,low_recognition
903010,salary
904965,low_recognition
901225,no_advancement
904183,health
901096,low_recognition
901447,salary
902981,bored
901841,no_advancement
903362,no_advancement
902578,unsafe_environment
902077,dislike_boss
905070,low_recognition
901662,no_advancement
904238,low_recognition
902064,dislike_boss
904800,low_recognition
902458,low_recognition
905407,no_advancement
903783,no_advancement
903041,dislike_boss
905192,bored
901378,salary
905264,no_advancement
902296,no_advancement
902794,salary
903529,no_advancement
905032,dislike_boss
905880,salary
903909,no_advancement
903367,low_recognition
901523,salary
904153,dont_know
902232,salary
905036,dislike_boss
905174,dislike_boss
902800,no_advancement
903837,salary
904126,no_advancement
901162,no_advancement
903444,no_advancement
902025,dislike_boss
903376,salary
901971,no_advancement
904542,dislike_boss
904608,low_recognition
905799,dislike_boss
904164,dislike_boss
903323,low_recognition
902576,no_advancement
904645,dislike_boss
901313,dislike_boss
902644,dislike_boss
904574,dislike_boss
902243,salary
901376,salary
901287,bored
902772,no_advancement
902844,low_recognition
901397,no_advancement
903136,dislike_boss
901045,no_advancement
902820,dislike_boss
905996,dislike_boss
901725,no_advancement
901135,bored
901531,unsafe_environment
903535,no_advancement
903891,no_advancement
901569,dislike_boss
905090,no_advancement
904173,dislike_boss
905026,unsafe_environment
902022,salary
905591,salary
905461,low_recognition
901159,dont_know
904953,bored
901992,no_advancement
901731,salary
902722,salary
901380,health
901363,bored
905249,salary
904133,low_recognition
901771,low_recognition
902405,health
904352,no_advancement
903843,dislike_boss
901282,no_advancement
901697,dislike_boss
901456,salary
902274,no_advancement
901632,bored
904942,salary
901332,no_advancement
904816,salary
901243,salary
904097,no_advancement
901598,dislike_boss
901970,salary
904578,bored
903994,dislike_boss
901595,low_recognition
904027,salary
904655,dislike_boss
903265,salary
901391,low_recognition
901191,dislike_boss
905989,no_advancement
902128,salary
903187,salary
904808,low_recognition
902725,no_advancement
902157,bored
901727,bored
903838,dislike_boss
901669,low_recognition
902897,salary
902733,salary
903470,dont_know
902098,unsafe_environment
904859,dislike_boss
903012,dislike_boss
902852,salary
905454,no_advancement
904529,dislike_boss
902441,dislike_boss
904431,no_advancement
902843,dislike_boss
903101,bored
905098,no_advancement
905115,salary
903637,no_advancement
901905,no_advancement
904875,dislike_boss
905006,salary
905227,low_recognition
904022,no_advancement
904202,no_advancement
903212,no_advancement
901450,bored
905228,no_advancement
904668,low_recognition
904442,bored
902075,dislike_boss
905637,dislike_boss
904679,bored
903789,no_advancement
902487,no_advancement
902834,no_advancement
904639,bored
903648,low_recognition
902952,no_advancement
904438,dislike_boss
903396,salary
903857,dislike_boss
903772,no_advancement
904033,dislike_boss
901455,low_recognition
904502,dislike_boss
902667,no_advancement
905236,low_recognition
904218,salary
905982,low_recognition
905568,no_advancement
902021,low_recognition
904103,no_advancement
904087,salary
902796,bored
905769,no_advancement
901667,no_advancement
903366,unsafe_environment
902165,no_advancement
901795,salary
904951,no_advancement
903803,dislike_boss
903636,low_recognition
902433,dislike_boss
902494,low_recognition
905532,no_advancement
901600,dislike_boss
903622,low_recognition
903911,low_recognition
905990,no_advancement
904912,salary
905211,no_advancement
905803,no_advancement
902129,salary
904251,bored
903988,no_advancement
904346,salary
904159,salary
905308,low_recognition
902348,salary
903471,health
903785,low_recognition
905448,dislike_boss
903829,low_recognition
902658,no_advancement
902579,low_recognition
903145,salary
903334,salary
905031,bored
901240,bored
902359,dislike_boss
903490,no_advancement
905523,no_advancement
901870,no_advancement
902821,salary
902163,dislike_boss
901375,unsafe_environment
901263,no_advancement
903707,no_advancement
905963,no_advancement
903672,no_advancement
904376,salary
903584,dont_know
902662,low_recognition
902443,bored
902383,dislike_boss
901518,low_recognition
902152,health
901766,low_recognition
901820,low_recognition
904043,no_advancement
901873,no_advancement
903322,dislike_boss
903742,salary
901825,low_recognition
904169,salary
905992,dislike_boss
905522,salary
904074,no_advancement
901847,bored
901062,no_advancement
902244,no_advancement
901275,low_recognition
903476,bored
903900,dislike_boss
903503,bored
901049,no_advancement
905785,low_recognition
903618,dislike_boss
902973,dislike_boss
904998,salary
905632,salary
901739,dislike_boss
901325,salary
902531,dislike_boss
904751,no_advancement
902954,low_recognition
901924,no_advancement
901079,salary
901947,bored
901777,salary
902224,dislike_boss
905831,salary
901528,no_advancement
901337,dislike_boss
904437,low_recognition
903412,no_advancement
902132,dislike_boss
901361,salary
903966,no_advancement
901111,dislike_boss
905612,low_recognition
902336,salary
903643,dislike_boss
901125,salary
904209,no_advancement
901213,bored
903879,low_recognition
902175,dislike_boss
903567,dislike_boss
903986,low_recognition
